script_id,origin,categorie,situation,action,produit_cible,argument_vente,impact_observe,heure_min,heure_max,jour_semaine,store_id,tags,source,legacy_pg_id
CATALOG_0077,catalogue_produit,stock_rupture,Best-seller avec stock critique,Reserver et rappeler quand disponible,Alternatives,Je vous reserve le prochain arrivage — rappel sous 48h,Upsell +30% vers alternative superieure,9,20,-1,ALL,"stock_rupture,alternatives",catalogue_produit,77.0
CATALOG_0078,catalogue_produit,stock_rupture,Client decu par l'indisponibilite,Orienter vers un modele superieur si en stock,Alternatives,Le Galaxy S25 Ultra est disponible — performances superieures pour 1 599 TND,Pas de perte client,9,20,-1,ALL,"stock_rupture,alternatives",catalogue_produit,78.0
CATALOG_0079,catalogue_produit,stock_rupture,Fin de serie — quelques unites restantes,Verifier stock dans une boutique voisine,Alternatives,Stock disponible a la boutique X — je peux vous le faire transferer,Upsell +30% vers alternative superieure,9,20,-1,ALL,"stock_rupture,alternatives",catalogue_produit,79.0
CATALOG_0080,catalogue_produit,stock_rupture,Produit en cours de reapprovisionnement,Proposer commande avec livraison gratuite,Alternatives,Commande en ligne avec livraison gratuite sous 3 jours,Pas de perte client,9,20,-1,ALL,"stock_rupture,alternatives",catalogue_produit,80.0
CATALOG_0081,catalogue_produit,weekend_famille,Famille complete en boutique samedi,Identifier les besoins de chaque membre,Forfait Famille 5G / Multi-terminaux,"Famille 5G 120 TND pour 4 lignes — chacun a sa data, 1 seule facture",+120 TND/mois recurrent,9,20,-1,ALL,"weekend_famille,forfait_famille_5g_/_multi-terminaux",catalogue_produit,81.0
CATALOG_0082,catalogue_produit,weekend_famille,Parents avec adolescent,Presenter Forfait Famille 5G,Forfait Famille 5G / Multi-terminaux,"iPhone pour les parents, Samsung A55 pour l'ado = couverture complete",+3 000 TND (4 terminaux),9,20,-1,ALL,"weekend_famille,forfait_famille_5g_/_multi-terminaux",catalogue_produit,82.0
CATALOG_0083,catalogue_produit,weekend_famille,Couple cherchant 2 telephones,Proposer un terminal par tranche d'age,Forfait Famille 5G / Multi-terminaux,Economie de 40 TND/mois vs 4 forfaits individuels,+120 TND/mois recurrent,9,20,-1,ALL,"weekend_famille,forfait_famille_5g_/_multi-terminaux",catalogue_produit,83.0
CATALOG_0084,catalogue_produit,weekend_famille,Grands-parents cherchant telephone simple,Calculer economie vs forfaits individuels,Forfait Famille 5G / Multi-terminaux,Controle parental inclus sur les lignes enfants,+3 000 TND (4 terminaux),9,20,-1,ALL,"weekend_famille,forfait_famille_5g_/_multi-terminaux",catalogue_produit,84.0
CATALOG_0085,catalogue_produit,weekend_famille,Famille recomposee multi-lignes,Vente groupee avec remise volume,Forfait Famille 5G / Multi-terminaux,Ajoutez Assurance sur les 4 appareils = 36 TND/mois total,+120 TND/mois recurrent,9,20,-1,ALL,"weekend_famille,forfait_famille_5g_/_multi-terminaux",catalogue_produit,85.0
CATALOG_0086,catalogue_produit,coaching_matin,Ouverture boutique — peu de trafic,Appels sortants aux clients en renouvellement,Proactivite commerciale,Le matin = 10% du CA mais 30% de la prospection,+2 RDV/matin,9,12,-1,ALL,"coaching_matin,proactivite_commerciale",catalogue_produit,86.0
CATALOG_0087,catalogue_produit,coaching_matin,Lundi matin calme,Preparation merchandising et vitrine,Proactivite commerciale,5 appels sortants = 1 RDV confirme en moyenne,+15% conversion sur RDV,9,12,-1,ALL,"coaching_matin,proactivite_commerciale",catalogue_produit,87.0
CATALOG_0088,catalogue_produit,coaching_matin,Debut de semaine sans RDV,Formation produit entre collegues,Proactivite commerciale,Mettez a jour la vitrine avec les promos en cours,+2 RDV/matin,9,12,-1,ALL,"coaching_matin,proactivite_commerciale",catalogue_produit,88.0
CATALOG_0089,catalogue_produit,coaching_matin,Matin pluvieux — personne,Mise a jour des fiches clients CRM,Proactivite commerciale,Formez le junior sur le script iPhone pendant le calme,+15% conversion sur RDV,9,12,-1,ALL,"coaching_matin,proactivite_commerciale",catalogue_produit,89.0
CATALOG_0090,catalogue_produit,coaching_matin,Retour de weekend — reprise,Prospection B2B — appels PME du quartier,Proactivite commerciale,CRM : identifier les 10 clients dont le contrat expire cette semaine,+2 RDV/matin,9,12,-1,ALL,"coaching_matin,proactivite_commerciale",catalogue_produit,90.0
CATALOG_0091,catalogue_produit,coaching_soir,Derniere heure avant fermeture,Closing express sur les clients presents,Closing express,Derniere chance aujourd'hui — offre expire ce soir,+10% CA derniere heure,18,20,-1,ALL,"coaching_soir,closing_express",catalogue_produit,91.0
CATALOG_0092,catalogue_produit,coaching_soir,Gap non comble a 19h,Bilan CA et actions pour demain,Closing express,Bilan : X TND sur Y objectif — demain on cible Z,Motivation equipe,18,20,-1,ALL,"coaching_soir,closing_express",catalogue_produit,92.0
CATALOG_0093,catalogue_produit,coaching_soir,Client de derniere minute,Ranger les demos et preparer demain matin,Closing express,"Bravo a l'equipe — objectif atteint, continuons demain",+10% CA derniere heure,18,20,-1,ALL,"coaching_soir,closing_express",catalogue_produit,93.0
CATALOG_0094,catalogue_produit,coaching_soir,Bilan de fin de journee,Dernier appel sortant aux prospects chauds,Closing express,Prospect chaud : 'Je voulais vous confirmer la dispo pour demain matin',Motivation equipe,18,20,-1,ALL,"coaching_soir,closing_express",catalogue_produit,94.0
CATALOG_0095,catalogue_produit,coaching_soir,Preparation du lendemain,Feliciter l'equipe si objectif atteint,Closing express,"Preparation demain : classement produits, check stock, planning RDV",+10% CA derniere heure,18,20,-1,ALL,"coaching_soir,closing_express",catalogue_produit,95.0
